instant_daily,dteday,season_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,cnt_daily,instant_hourly,season_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,cnt_hourly
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2501,Summer,Apr,2,0,2,1,1,0.46,0.4545,0.67,0.2836,13
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2502,Summer,Apr,3,0,2,1,1,0.48,0.4697,0.63,0.2239,3
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2503,Summer,Apr,4,0,2,1,1,0.46,0.4545,0.67,0.0896,5
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2504,Summer,Apr,5,0,2,1,2,0.46,0.4545,0.72,0.194,18
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2505,Summer,Apr,6,0,2,1,2,0.48,0.4697,0.67,0.0,65
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2506,Summer,Apr,7,0,2,1,2,0.52,0.5,0.55,0.0,188
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2507,Summer,Apr,8,0,2,1,2,0.5,0.4848,0.68,0.1343,351
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2508,Summer,Apr,9,0,2,1,3,0.52,0.5,0.63,0.0896,162
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2509,Summer,Apr,10,0,2,1,2,0.5,0.4848,0.72,0.2239,75
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2510,Summer,Apr,11,0,2,1,2,0.54,0.5152,0.68,0.1642,72
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2511,Summer,Apr,12,0,2,1,2,0.54,0.5152,0.64,0.0896,103
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2512,Summer,Apr,13,0,2,1,2,0.54,0.5152,0.68,0.2239,129
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2513,Summer,Apr,14,0,2,1,2,0.54,0.5152,0.64,0.194,107
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2514,Summer,Apr,15,0,2,1,2,0.54,0.5152,0.65,0.1642,127
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2515,Summer,Apr,16,0,2,1,1,0.56,0.5303,0.52,0.2985,192
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2516,Summer,Apr,17,0,2,1,1,0.56,0.5303,0.6,0.1045,411
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2517,Summer,Apr,18,0,2,1,2,0.54,0.5152,0.64,0.1343,421
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2518,Summer,Apr,19,0,2,1,2,0.5,0.4848,0.72,0.194,276
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2519,Summer,Apr,20,0,2,1,2,0.5,0.4848,0.72,0.2239,168
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2520,Summer,Apr,21,0,2,1,2,0.5,0.4848,0.72,0.1343,122
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2521,Summer,Apr,22,0,2,1,1,0.48,0.4697,0.77,0.0896,112
109,2011-04-19,Summer,Apr,0,2,1,2,0.505833,0.489258,0.665833,0.157971,3204,2522,Summer,Apr,23,0,2,1,1,0.46,0.4545,0.88,0.0896,52
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2523,Summer,Apr,0,0,3,1,1,0.44,0.4394,0.88,0.1343,33
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2524,Summer,Apr,1,0,3,1,1,0.42,0.4242,0.94,0.1642,7
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2525,Summer,Apr,2,0,3,1,1,0.42,0.4242,0.94,0.1642,2
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2526,Summer,Apr,3,0,3,1,1,0.42,0.4242,0.94,0.0,2
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2527,Summer,Apr,4,0,3,1,1,0.4,0.4091,1.0,0.1045,9
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2528,Summer,Apr,5,0,3,1,1,0.4,0.4091,0.94,0.194,15
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2529,Summer,Apr,6,0,3,1,1,0.42,0.4242,0.94,0.1642,64
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2530,Summer,Apr,7,0,3,1,1,0.44,0.4394,0.94,0.0,237
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2531,Summer,Apr,8,0,3,1,1,0.62,0.6061,0.69,0.4627,396
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2532,Summer,Apr,9,0,3,1,1,0.66,0.6212,0.61,0.2836,197
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2533,Summer,Apr,10,0,3,1,1,0.62,0.6061,0.69,0.0896,131
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2534,Summer,Apr,11,0,3,1,1,0.62,0.6061,0.69,0.0896,118
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2535,Summer,Apr,12,0,3,1,1,0.7,0.6515,0.48,0.3881,145
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2536,Summer,Apr,13,0,3,1,1,0.7,0.6515,0.48,0.3881,177
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2537,Summer,Apr,14,0,3,1,1,0.74,0.6515,0.4,0.4627,148
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2538,Summer,Apr,15,0,3,1,2,0.76,0.6667,0.35,0.3582,145
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2539,Summer,Apr,16,0,3,1,2,0.76,0.6667,0.35,0.3582,255
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2540,Summer,Apr,17,0,3,1,2,0.74,0.6515,0.37,0.4179,432
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2541,Summer,Apr,18,0,3,1,1,0.74,0.6515,0.3,0.3582,441
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2542,Summer,Apr,19,0,3,1,1,0.7,0.6364,0.32,0.2537,383
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2543,Summer,Apr,20,0,3,1,1,0.68,0.6212,0.32,0.1045,225
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2544,Summer,Apr,21,0,3,1,1,0.66,0.6212,0.36,0.2836,172
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2545,Summer,Apr,22,0,3,1,1,0.62,0.6212,0.41,0.2537,117
110,2011-04-20,Summer,Apr,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,2546,Summer,Apr,23,0,3,1,1,0.6,0.6212,0.4,0.3284,93
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2547,Summer,Apr,0,0,4,1,1,0.56,0.5303,0.43,0.3582,44
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2548,Summer,Apr,1,0,4,1,1,0.52,0.5,0.45,0.2239,26
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2549,Summer,Apr,2,0,4,1,1,0.5,0.4848,0.42,0.3881,13
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2550,Summer,Apr,3,0,4,1,2,0.46,0.4545,0.51,0.4627,7
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2551,Summer,Apr,4,0,4,1,2,0.44,0.4394,0.54,0.4478,6
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2552,Summer,Apr,5,0,4,1,2,0.42,0.4242,0.54,0.5522,14
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2553,Summer,Apr,6,0,4,1,2,0.4,0.4091,0.58,0.5821,75
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2554,Summer,Apr,7,0,4,1,2,0.42,0.4242,0.47,0.4627,198
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2555,Summer,Apr,8,0,4,1,2,0.4,0.4091,0.5,0.4925,365
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2556,Summer,Apr,9,0,4,1,2,0.42,0.4242,0.47,0.2836,196
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2557,Summer,Apr,10,0,4,1,1,0.42,0.4242,0.44,0.3582,98
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2558,Summer,Apr,11,0,4,1,1,0.44,0.4394,0.41,0.2836,133
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2559,Summer,Apr,12,0,4,1,1,0.46,0.4545,0.38,0.1642,199
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2560,Summer,Apr,13,0,4,1,1,0.48,0.4697,0.33,0.3284,177
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2561,Summer,Apr,14,0,4,1,1,0.5,0.4848,0.34,0.3881,228
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2562,Summer,Apr,15,0,4,1,1,0.52,0.5,0.29,0.4179,235
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2563,Summer,Apr,16,0,4,1,1,0.52,0.5,0.27,0.3582,294
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2564,Summer,Apr,17,0,4,1,1,0.5,0.4848,0.29,0.1642,481
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2565,Summer,Apr,18,0,4,1,1,0.5,0.4848,0.25,0.2836,452
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2566,Summer,Apr,19,0,4,1,1,0.46,0.4545,0.28,0.2836,324
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2567,Summer,Apr,20,0,4,1,1,0.44,0.4394,0.3,0.1343,204
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2568,Summer,Apr,21,0,4,1,1,0.42,0.4242,0.47,0.194,184
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2569,Summer,Apr,22,0,4,1,1,0.42,0.4242,0.38,0.0896,137
111,2011-04-21,Summer,Apr,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,2570,Summer,Apr,23,0,4,1,1,0.4,0.4091,0.43,0.1045,99
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2571,Summer,Apr,0,0,5,1,1,0.36,0.3485,0.62,0.194,33
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2572,Summer,Apr,1,0,5,1,1,0.36,0.3333,0.53,0.2537,24
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2573,Summer,Apr,2,0,5,1,1,0.36,0.3333,0.53,0.2985,9
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2574,Summer,Apr,3,0,5,1,1,0.36,0.3333,0.53,0.2985,2
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2575,Summer,Apr,4,0,5,1,1,0.34,0.3182,0.53,0.2836,3
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2576,Summer,Apr,5,0,5,1,1,0.34,0.3182,0.53,0.2239,16
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2577,Summer,Apr,6,0,5,1,1,0.34,0.3182,0.53,0.2836,49
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2578,Summer,Apr,7,0,5,1,2,0.34,0.3182,0.53,0.2836,180
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2579,Summer,Apr,8,0,5,1,2,0.34,0.3182,0.53,0.2537,346
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2580,Summer,Apr,9,0,5,1,3,0.34,0.303,0.61,0.2985,195
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2581,Summer,Apr,10,0,5,1,2,0.36,0.3485,0.62,0.194,136
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2582,Summer,Apr,11,0,5,1,3,0.34,0.3333,0.66,0.194,106
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2583,Summer,Apr,12,0,5,1,3,0.34,0.3333,0.76,0.1343,80
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2584,Summer,Apr,13,0,5,1,3,0.34,0.3333,0.87,0.194,40
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2585,Summer,Apr,14,0,5,1,3,0.34,0.3182,0.87,0.2537,36
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2586,Summer,Apr,15,0,5,1,3,0.34,0.3333,0.87,0.194,75
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2587,Summer,Apr,16,0,5,1,3,0.34,0.3333,0.87,0.1343,62
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2588,Summer,Apr,17,0,5,1,3,0.32,0.303,0.93,0.2239,69
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2589,Summer,Apr,18,0,5,1,3,0.32,0.303,0.93,0.2239,51
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2590,Summer,Apr,19,0,5,1,3,0.32,0.303,0.93,0.2239,55
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2591,Summer,Apr,20,0,5,1,3,0.32,0.303,0.87,0.2239,47
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2592,Summer,Apr,21,0,5,1,3,0.3,0.303,0.93,0.1642,28
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2593,Summer,Apr,22,0,5,1,3,0.3,0.303,1.0,0.1343,24
112,2011-04-22,Summer,Apr,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,2594,Summer,Apr,23,0,5,1,3,0.32,0.3333,0.93,0.1045,17
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2595,Summer,Apr,0,0,6,0,2,0.32,0.3182,1.0,0.194,18
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2596,Summer,Apr,1,0,6,0,2,0.32,0.3182,1.0,0.194,16
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2597,Summer,Apr,2,0,6,0,3,0.32,0.3333,1.0,0.1343,17
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2598,Summer,Apr,3,0,6,0,3,0.32,0.3333,1.0,0.0896,4
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2599,Summer,Apr,4,0,6,0,3,0.34,0.3636,1.0,0.0,5
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2600,Summer,Apr,5,0,6,0,3,0.34,0.3636,1.0,0.0,7
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2601,Summer,Apr,6,0,6,0,2,0.34,0.3333,1.0,0.1642,11
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2602,Summer,Apr,7,0,6,0,3,0.34,0.3333,1.0,0.1642,19
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2603,Summer,Apr,8,0,6,0,2,0.36,0.3333,1.0,0.2537,47
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2604,Summer,Apr,9,0,6,0,2,0.38,0.3939,0.94,0.2985,68
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2605,Summer,Apr,10,0,6,0,2,0.42,0.4242,0.88,0.2239,129
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2606,Summer,Apr,11,0,6,0,2,0.46,0.4545,0.88,0.2239,232
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2607,Summer,Apr,12,0,6,0,1,0.52,0.5,0.83,0.4179,291
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2608,Summer,Apr,13,0,6,0,1,0.52,0.5,0.83,0.3881,312
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2609,Summer,Apr,14,0,6,0,1,0.58,0.5455,0.78,0.3582,391
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2610,Summer,Apr,15,0,6,0,1,0.6,0.5909,0.73,0.3881,397
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2611,Summer,Apr,16,0,6,0,1,0.6,0.5909,0.73,0.2836,426
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2612,Summer,Apr,17,0,6,0,1,0.6,0.5909,0.73,0.3284,383
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2613,Summer,Apr,18,0,6,0,1,0.58,0.5455,0.78,0.194,376
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2614,Summer,Apr,19,0,6,0,1,0.56,0.5303,0.83,0.2836,283
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2615,Summer,Apr,20,0,6,0,2,0.54,0.5152,0.88,0.2537,183
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2616,Summer,Apr,21,0,6,0,2,0.56,0.5303,0.83,0.2836,135
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2617,Summer,Apr,22,0,6,0,2,0.58,0.5455,0.78,0.2537,169
113,2011-04-23,Summer,Apr,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,2618,Summer,Apr,23,0,6,0,2,0.54,0.5152,0.88,0.1642,117
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2619,Summer,Apr,0,0,0,0,1,0.52,0.5,0.83,0.2239,96
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2620,Summer,Apr,1,0,0,0,1,0.5,0.4848,0.88,0.194,54
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2621,Summer,Apr,2,0,0,0,1,0.5,0.4848,0.88,0.194,72
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2622,Summer,Apr,3,0,0,0,1,0.5,0.4848,0.94,0.0896,24
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2623,Summer,Apr,4,0,0,0,1,0.5,0.4848,0.94,0.0896,5
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2624,Summer,Apr,5,0,0,0,1,0.5,0.4848,0.94,0.0896,12
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2625,Summer,Apr,6,0,0,0,2,0.5,0.4848,1.0,0.0,13
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2626,Summer,Apr,7,0,0,0,2,0.5,0.4848,1.0,0.0,27
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2627,Summer,Apr,8,0,0,0,1,0.52,0.5,0.94,0.2239,80
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2628,Summer,Apr,9,0,0,0,1,0.56,0.5303,0.88,0.2537,177
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2629,Summer,Apr,10,0,0,0,1,0.6,0.5758,0.78,0.1642,289
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2630,Summer,Apr,11,0,0,0,1,0.66,0.6212,0.65,0.1343,317
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2631,Summer,Apr,12,0,0,0,1,0.68,0.6364,0.65,0.2537,388
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2632,Summer,Apr,13,0,0,0,1,0.7,0.6515,0.58,0.2836,441
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2633,Summer,Apr,14,0,0,0,1,0.7,0.6515,0.54,0.3284,420
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2634,Summer,Apr,15,0,0,0,1,0.66,0.6212,0.61,0.2537,369
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2635,Summer,Apr,16,0,0,0,1,0.74,0.6667,0.48,0.3881,359
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2636,Summer,Apr,17,0,0,0,1,0.66,0.6212,0.65,0.2985,331
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2637,Summer,Apr,18,0,0,0,1,0.64,0.6061,0.69,0.1642,270
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2638,Summer,Apr,19,0,0,0,3,0.6,0.5606,0.83,0.2836,194
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2639,Summer,Apr,20,0,0,0,3,0.6,0.5606,0.83,0.2836,105
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2640,Summer,Apr,21,0,0,0,3,0.54,0.5152,0.94,0.1642,61
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2641,Summer,Apr,22,0,0,0,3,0.54,0.5152,1.0,0.1642,45
114,2011-04-24,Summer,Apr,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,2642,Summer,Apr,23,0,0,0,3,0.54,0.5152,1.0,0.0896,42
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2643,Summer,Apr,0,0,1,1,3,0.52,0.5,1.0,0.0,12
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2644,Summer,Apr,1,0,1,1,1,0.54,0.5152,1.0,0.0896,10
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2645,Summer,Apr,2,0,1,1,1,0.54,0.5152,1.0,0.0896,10
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2646,Summer,Apr,3,0,1,1,2,0.5,0.4848,1.0,0.1045,10
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2647,Summer,Apr,4,0,1,1,2,0.52,0.5,1.0,0.0,5
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2648,Summer,Apr,5,0,1,1,2,0.46,0.4545,1.0,0.0,17
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2649,Summer,Apr,6,0,1,1,2,0.5,0.4848,1.0,0.0,66
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2650,Summer,Apr,7,0,1,1,2,0.52,0.5,1.0,0.0896,196
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2651,Summer,Apr,8,0,1,1,1,0.56,0.5303,0.88,0.1045,353
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2652,Summer,Apr,9,0,1,1,1,0.6,0.5606,0.83,0.1343,174
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2653,Summer,Apr,10,0,1,1,1,0.64,0.6061,0.73,0.2239,125
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2654,Summer,Apr,11,0,1,1,1,0.64,0.6061,0.73,0.2239,147
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2655,Summer,Apr,12,0,1,1,1,0.66,0.6212,0.74,0.2537,188
115,2011-04-25,Summer,Apr,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,2656,Summer,Apr,13,0,1,1,1,0.7,0.6515,0.65,0.2239,203
